span_id,container,quote_family,quotation_depth,open_target,open_offset,close_target,close_offset,cross_record,semantic_speaker,presentation_parent,opener_hidden,closer_hidden,opener_presentation,first_lexical_target,first_lexical_offset,first_lexical_presentation,last_lexical_target,last_lexical_offset,last_lexical_presentation,closer_presentation,expected_class,actual_class,source_basis,status,defects,snippet
A-Q00001,HOUR_01_BODY,guillemet,1,PASSION24.HOUR.01.P008,85,PASSION24.HOUR.01.P008,109,False,MARY,OUTSIDE,True,True,HIDDEN,PASSION24.HOUR.01.P008,87,MARY,PASSION24.HOUR.01.P008,105,MARY,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|MARY|MARY|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Je Te bénis, ô Fils ! »"
A-Q00495,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,12,PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,97,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,13,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,95,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, J'attendais avec impatience cette prière au nom de toutes les générations.»"
A-Q00496,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,12,PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,259,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,13,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,257,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Si ce n'est pas le cas, rien n'est terminé. Ma Justice et Mon Amour ressentaient le besoin de ce retour. Parce que les grâces qui descendent sur tous par Ma chère Maman sont très grandes. Et on ne M'a jamais donné une parole, un merci à ce sujet.»"
A-Q00498,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,25,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,93,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,26,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,90,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,«Aurais-Tu par hasard cessé de M'aimer et de vivre dans Ma Volonté ?»
A-Q00506,PASSION24.TEXT.RELATED_HOUR_21,straight_double,2,PASSION24.TEXT.RELATED_HOUR_21.BODY.P083,34,PASSION24.TEXT.RELATED_HOUR_21.BODY.P083,44,False,MARY,MARY,False,False,MARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P083,35,MARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P083,43,MARY,MARY,MEANINGFUL_NESTED_QUOTE_INHERITS_MARY,MARY|MARY|MARY|MARY,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""je t'aime"""
A-Q00505,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P082,19,PASSION24.TEXT.RELATED_HOUR_21.BODY.P085,53,True,MARY,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P083,0,MARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P085,51,MARY,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|MARY|MARY|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Et je serai généreuse dans mes faveurs à ton endroit.»
A-Q00508,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P088,122,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,281,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P089,0,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,278,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Ô Père, accepte sa souffrance unie à celle que J'ai ressentie sur la Croix quand J'étais complètement abandonné, même par toi. Accorde que la privation de Ma Présence qu'elle ressent soit Lumière et Vie divine pour les âmes et leur procure tout ce que J'ai mérité par Mon abandon !»"
A-Q00511,PASSION24.TEXT.RELATED_HOUR_21,straight_double,2,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,114,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,127,False,OTHER,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,115,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,124,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Âmes, âmes !"""
A-Q00512,PASSION24.TEXT.RELATED_HOUR_21,straight_double,2,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,242,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,267,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,243,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P094,264,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Sois sauvé, sois sauvé !"""
A-Q00510,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P093,53,PASSION24.TEXT.RELATED_HOUR_21.BODY.P096,74,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P093,54,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P096,71,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille et Mon refuge, quelle douce harmonie ta souffrance a causée aujourd'hui dans Ma Volonté ! Ma Volonté est au Ciel et ta douleur, se trouvant dans Ma Volonté, a eu son écho dans le Ciel et réclamé des âmes à la Très Sainte Trinité. … Vois quel grand bien a résulté de tes souffrances vécues dans Ma Volonté !»"
A-Q00515,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P102,32,PASSION24.TEXT.RELATED_HOUR_21.BODY.P108,1130,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P103,0,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P108,1128,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Ma Divinité n'était que spectatrice des peines et des morts que Je traversais. De plus, Ma Divinité était un juge inexorable demandant rétribution pour les fautes des créatures. Oh ! Comme Mon Humanité tremblait ! Quand Je Me suis vu chargé de la culpabilité de tous, avec les afflictions et les morts que chaque créature méritait, J'étais broyé devant la Majesté Suprême. C'était la plus grande affliction de Ma vie"
A-Q00517,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P113,12,PASSION24.TEXT.RELATED_HOUR_21.BODY.P123,224,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_21.BODY.P114,0,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P123,222,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Par conséquent, ta souffrance devrait te consoler parce qu'elle est un signe certain que Je suis venu à toi, que tu Me connais et que ton Jésus veut t'accorder la gloire, les bienfaits et le bonheur que les autres rejettent.»"
A-Q00518,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P147,165,PASSION24.TEXT.RELATED_HOUR_21.BODY.P147,195,False,PERSONIFIED_VOICE,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P147,167,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P147,192,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Je vous aime, je vous aime. »"
A-Q00519,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P169,171,PASSION24.TEXT.RELATED_HOUR_21.BODY.P169,241,False,UNRESOLVED,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P169,173,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P169,238,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; NO_ACTIVE_SEMANTIC_RANGE,PASS,,"« Adieu, la terre est finie pour toi. Maintenant commence l’éternité. »"
A-Q00520,PASSION24.TEXT.RELATED_HOUR_21,guillemet,1,PASSION24.TEXT.RELATED_HOUR_21.BODY.P170,97,PASSION24.TEXT.RELATED_HOUR_21.BODY.P170,233,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P170,99,JESUS,PASSION24.TEXT.RELATED_HOUR_21.BODY.P170,230,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Derrière cette porte, il y a une autre chambre dans laquelle se trouvent Dieu, le Ciel, le Purgatoire, l’Enfer, en somme, l’éternité. »"
A-Q00522,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH,guillemet,2,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,19,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,27,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,20,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,24,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,«Sitio !»
A-Q00523,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH,guillemet,2,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,30,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,42,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,31,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,39,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,«J'ai soif !»
A-Q00524,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH,guillemet,2,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,93,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,101,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,94,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,98,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,«Sitio !»
A-Q00525,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH,guillemet,2,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,3,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,11,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,4,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,8,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,«Sitio !»
A-Q00526,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH,straight_double,2,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,111,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P011,95,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P011,0,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P011,93,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … J'ai soif de toi, ô âme. De grâce, ne sors jamais de Moi, mais entre en Moi et expire avec Moi."""
A-Q00521,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH,guillemet,1,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P003,12,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P019,467,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P003,13,JESUS,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P019,465,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, pour aider spécialement les mourants à bien mourir. Vois comment cette Agonie correspond bien à l'agonie des chrétiens : lassitude, tristesse, angoisse et sueurs de sang. … Mais, dès qu'ils meurent, comme ces voiles ne sont plus nécessaires, Je les retire et les doutes deviennent des certitudes, la lumière se fait pleine et fait apprécier leur héroïsme. On commence alors à tout estimer en eux, même les plu"
A-Q00529,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P009,135,PASSION24.TEXT.RELATED_HOUR_22.BODY.P013,197,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P009,136,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P013,195,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, si la volonté ne veut que Moi, si l'intelligence ne s'intéresse qu'à Me connaître, si la mémoire ne se remémore que Moi, voilà la manière d'être consumé dans l'Amour par les trois facultés de l'âme. … Même chose pour la langue : si elle doit parler de l'Amour, elle sent beaucoup de Lumière en ses Paroles et elle devient éloquente Sinon, elle se met à bégayer et devient muette. Et ainsi de suite.»"
A-Q00530,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P015,73,PASSION24.TEXT.RELATED_HOUR_22.BODY.P022,193,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P016,0,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P022,191,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Lorsque Je les bénis, d'autres sont bénies à travers elles. Elles sont les premières à bénéficier de Mes Grâces et de Mon Amour. Et, à travers elles, d'autres reçoivent Mes Grâces et Mon Amour.»"
A-Q00533,PASSION24.TEXT.RELATED_HOUR_22,straight_double,2,PASSION24.TEXT.RELATED_HOUR_22.BODY.P028,14,PASSION24.TEXT.RELATED_HOUR_22.BODY.P028,171,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P028,15,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P028,169,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Voyez combien Je vous aime. Mon immolation sur la Croix ne suffit pas à Mon Amour. Je veux aussi Me consumer d'Amour pour vous en cette âme qui M'accueille."""
A-Q00532,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P025,137,PASSION24.TEXT.RELATED_HOUR_22.BODY.P034,77,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P026,0,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P034,75,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Donc, laisse-Moi faire ce que Je veux en toi et Ma Vie se développera en toi.»"
A-Q00535,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P036,49,PASSION24.TEXT.RELATED_HOUR_22.BODY.P037,75,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P036,50,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P037,73,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Sois calme et ne dis pas de sottises. Je ne T'ai pas laissée. Je reste dans les profondeurs de ton âme. C'est pour cela que tu ne Me vois pas. Quand tu Me vois, c'est que Je suis à la surface de ton âme. Ne sois pas distraite. … Je te veux toute attentive à Moi, toujours disponible pour le bien de tous.»"
A-Q00536,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P039,176,PASSION24.TEXT.RELATED_HOUR_22.BODY.P050,181,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P040,0,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P050,179,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Je les aime à ce point parce qu'ils sont Ma Progéniture. Mais les humains sont si ingrats qu'ils ne reconnaissent pas Celui qui leur a donné naissance avec tant d'Amour et de Peine.»
A-Q00537,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P054,12,PASSION24.TEXT.RELATED_HOUR_22.BODY.P057,106,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P054,13,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P057,104,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, Je brûle. L'amour Me consume. Si fort est Mon Amour ! … Mes morts par Amour sont continuelles. Pourtant, il n'y a personne qui M'offre son amour pour Me soulager.»"
A-Q00540,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,147,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,161,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,149,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,157,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« J’ai soif ! »
A-Q00541,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,166,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,178,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,168,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,176,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« J’ai soif »
A-Q00542,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,210,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,222,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,212,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,220,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« J’ai soif »
A-Q00543,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,322,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,346,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,324,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,342,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Je brûle, J’ai soif ! »"
A-Q00544,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P064,170,PASSION24.TEXT.RELATED_HOUR_22.BODY.P064,214,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P064,172,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P064,211,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Donne-Moi à boire, J’ai une soif ardente. »"
A-Q00545,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,71,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,83,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,73,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,81,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« J’ai soif »
A-Q00546,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P066,68,PASSION24.TEXT.RELATED_HOUR_22.BODY.P067,66,True,JESUS,JESUS,True,True,HIDDEN,PASSION24.TEXT.RELATED_HOUR_22.BODY.P067,0,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P067,63,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,IMMEDIATE_LEFT_DIVINE:PASSION24.TEXT.RELATED_HOUR_22.BODY.P066@66; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Donne-Moi tes pas faits par amour pour Moi afin de Me désaltérer. »
A-Q00547,PASSION24.TEXT.RELATED_HOUR_22,guillemet,1,PASSION24.TEXT.RELATED_HOUR_22.BODY.P072,9,PASSION24.TEXT.RELATED_HOUR_22.BODY.P072,21,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P072,11,JESUS,PASSION24.TEXT.RELATED_HOUR_22.BODY.P072,19,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« J’ai soif »
